sensitive_feature_0,accuracy,selection_rate,TPR,FPR
female,0.664576802507837,0.4702194357366771,0.655421686746988,0.3284132841328413
male,0.690233475830319,0.40874712265702073,0.6054660126138752,0.23482032218091697
