sensitive_feature_0,selection_rate,TPR,FPR,accuracy,count
female,0.3867403314917127,0.5365853658536586,0.26262626262626265,0.6464088397790055,181.0
male,0.43134087237479807,0.6655052264808362,0.2289156626506024,0.7221324717285945,619.0
